# METADATA:
# 000CT: Paris 6Ãšme - Saint Germain des PrÃ©s
# Source: www.infoclimat.fr
# Licence Ouverte/Open License: http://wiki.data.gouv.fr/images/9/9d/Licence_Ouverte.pdf
station_id;dh_utc;temperature;pression;humidite;point_de_rosee;vent_moyen;vent_rafales;vent_direction;pluie_3h;pluie_1h
station_id;dh_utc;degC;hPa;%;degC;km/h;km/h;deg;mm;mm
000CT;2026-06-14 22:30:00;19.1;1019.1;56;10.1;8;;20;;
000CT;2026-06-14 23:00:00;18.6;1019.1;59;10.4;4.8;;71;0;0
000CT;2026-06-14 23:30:00;17.8;1019.1;62;10.4;6.4;;68;;
000CT;2026-06-15 00:00:00;17.5;1019;63;10.4;6.4;;55;0;0
000CT;2026-06-15 00:30:00;17.3;1018.9;64;10.4;4.8;;21;;
000CT;2026-06-15 01:00:00;17;1018.8;65;10.4;6.4;;81;0;0
000CT;2026-06-15 01:30:00;16.7;1018.5;65;10.1;3.2;;77;;
000CT;2026-06-15 02:00:00;16.4;1018.5;66;10.1;4.8;;50;0;0
000CT;2026-06-15 02:30:00;16.3;1018.4;66;9.9;3.2;;100;;
000CT;2026-06-15 03:00:00;16.5;1018.2;65;9.9;3.2;;132;0;0
000CT;2026-06-15 03:30:00;16.1;1018.3;66;9.8;3.2;;80;;
000CT;2026-06-15 04:00:00;16.1;1018.2;67;9.9;3.2;;120;0;0
000CT;2026-06-15 04:30:00;16;1018.2;68;10.1;3.2;;150;;
000CT;2026-06-15 05:00:00;16.1;1018;68;10.2;3.2;;136;0;0
000CT;2026-06-15 05:30:00;16.2;1018;67;10.1;6.4;;146;;
000CT;2026-06-15 06:00:00;16.8;1018.1;66;10.4;3.2;;105;0;0
000CT;2026-06-15 06:30:00;17.5;1018.1;63;10.4;4.8;;122;;
000CT;2026-06-15 07:00:00;18.2;1018.3;61;10.6;3.2;;115;0;0
000CT;2026-06-15 07:30:00;18.9;1018.2;59;10.8;6.4;;121;;
000CT;2026-06-15 08:00:00;19.3;1018.2;57;10.6;6.4;;153;0;0
000CT;2026-06-15 08:30:00;20.2;1018.4;57;11.4;4.8;;72;;
000CT;2026-06-15 09:00:00;20.9;1017.9;54;11.3;6.4;;146;0;0
000CT;2026-06-15 09:30:00;21.8;1018.2;53;11.8;4.8;;119;;
000CT;2026-06-15 10:00:00;22.1;1017.6;53;12;3.2;;127;0;0
000CT;2026-06-15 10:30:00;22.6;1017.7;52;12.2;4.8;;142;;
000CT;2026-06-15 11:00:00;23.1;1017.5;50;12.1;4.8;;167;0;0
000CT;2026-06-15 11:30:00;23.9;1017.4;49;12.6;4.8;;180;;
000CT;2026-06-15 12:00:00;24.2;1017.2;48;12.5;6.4;;57;0;0
000CT;2026-06-15 12:30:00;25;1016.9;45;12.2;6.4;;134;;
000CT;2026-06-15 13:00:00;25.8;1016.7;44;12.7;4.8;;132;0;0
000CT;2026-06-15 13:30:00;26.3;1016.5;42;12.3;8;;219;;
000CT;2026-06-15 14:00:00;26.6;1016.3;41;12.2;4.8;;125;0;0
000CT;2026-06-15 14:30:00;26.9;1016.1;41;12.5;4.8;;153;;
000CT;2026-06-15 15:00:00;27.3;1015.8;40;12.5;6.4;;138;0;0
000CT;2026-06-15 15:30:00;27.6;1015.2;40;12.7;4.8;;112;;
000CT;2026-06-15 16:00:00;27.7;1015;41;13.3;6.4;;124;0;0
000CT;2026-06-15 16:30:00;27.7;1014.7;41;13.3;6.4;;90;;
000CT;2026-06-15 17:00:00;27.8;1014.6;41;13.3;4.8;;134;0;0
000CT;2026-06-15 17:30:00;27.3;1014.4;42;13.2;8;;161;;
000CT;2026-06-15 18:00:00;27.2;1014.7;42;13.2;4.8;;140;0;0
000CT;2026-06-15 18:30:00;26.9;1015.1;43;13.3;3.2;;234;;
000CT;2026-06-15 19:00:00;26.2;1015.2;44;13;4.8;;355;0;0
000CT;2026-06-15 19:30:00;25.5;1015.2;47;13.4;3.2;;355;;
000CT;2026-06-15 20:00:00;25.1;1014.8;50;13.9;1.6;;97;0;0
000CT;2026-06-15 20:30:00;24.6;1014.9;52;14.1;3.2;;168;;
000CT;2026-06-15 21:00:00;24.7;1015;53;14.4;0;;187;0;0
000CT;2026-06-15 21:30:00;24.6;1015.1;53;14.3;0;;178;;
000CT;2026-06-15 22:00:00;24.7;1015.2;54;14.7;1.6;;178;0;0
000CT;2026-06-15 22:30:00;24.4;1014.7;52;13.9;4.8;;182;;
000CT;2026-06-15 23:00:00;24.6;1015.3;51;13.7;3.2;;205;0;0
000CT;2026-06-15 23:30:00;24.5;1015;53;14.3;8;;176;;
000CT;2026-06-16 00:00:00;24.2;1014.7;54;14.3;4.8;;208;0;0
000CT;2026-06-16 00:30:00;24.1;1014.6;53;13.9;1.6;;189;;
000CT;2026-06-16 01:00:00;24.2;1014.6;53;14;1.6;;150;0;0
000CT;2026-06-16 01:30:00;23.6;1014.7;57;14.6;4.8;;178;;
000CT;2026-06-16 02:00:00;23.4;1014;56;14.1;4.8;;144;0;0
000CT;2026-06-16 02:30:00;23.3;1014;55;13.7;4.8;;155;;
000CT;2026-06-16 03:00:00;22.9;1013.8;55;13.4;4.8;;152;0;0
000CT;2026-06-16 03:30:00;22.6;1013.7;56;13.4;6.4;;163;;
000CT;2026-06-16 04:00:00;22.2;1013.7;58;13.6;4.8;;175;0;0
000CT;2026-06-16 04:30:00;22.3;1014;57;13.3;3.2;;324;;
000CT;2026-06-16 05:00:00;22.4;1014.6;55;13;4.8;;247;0;0
000CT;2026-06-16 05:30:00;22.5;1014.4;56;13.3;3.2;;304;;
000CT;2026-06-16 06:00:00;22.8;1014.2;57;13.8;3.2;;161;0;0
000CT;2026-06-16 06:30:00;22.8;1013.9;56;13.6;4.8;;170;;
000CT;2026-06-16 07:00:00;23.3;1014.2;55;13.8;3.2;;185;0;0
000CT;2026-06-16 07:30:00;23.7;1014.6;53;13.6;3.2;;217;;
000CT;2026-06-16 08:00:00;24.2;1014.8;54;14.3;8;;253;0;0
000CT;2026-06-16 08:30:00;22.6;1015.1;66;15.9;9.7;;315;;
000CT;2026-06-16 09:00:00;22.7;1015.1;68;16.5;4.8;;325;0;0
000CT;2026-06-16 09:30:00;22.8;1015.5;68;16.6;8;;294;;
000CT;2026-06-16 10:00:00;23.3;1015.7;68;17.1;8;;360;0;0
000CT;2026-06-16 10:30:00;23.6;1015.9;65;16.6;9.7;;294;;
000CT;2026-06-16 11:00:00;24.4;1016.2;60;16.2;6.4;;265;0;0
000CT;2026-06-16 11:30:00;24.7;1016.4;58;15.8;11.3;;314;;
000CT;2026-06-16 12:00:00;25.6;1016.5;59;16.9;9.7;;276;0;0
000CT;2026-06-16 12:30:00;25.8;1016.5;56;16.4;8;;306;;
